,scr_selcode,sub_name,scr_period
438,2208,電機機械 (二),(一)04     資電504 (四)03-04 資電B08 黃昌圳
439,2215,高頻電路設計,(一)02     資電403 (三)06-07 資電B03 陳志強
440,2249,微波積體電路導論,(一)04     資電104 (二)06-07 商406 張家宏
441,2250,天線原理,(一)11-13 商308 齊立平
442,1707,班級活動,"(一)06-07 資電402 林南州,吳穎強"
443,1712,電路學(一),(一)04     忠305 (三)03-04 語407 林昱成
444,1717,班級活動,"(一)06-07 資電511 陳鏡崑,林賢龍"
445,1722,電路學(一),(一)04     忠304 (五)03-04 語407 陳鏡崑
446,1727,班級活動,(一)06-07 資電107 林宸生
447,1728,工程數學(二),(一)01-02 資電306 (四)03     忠305 黃建立
448,1730,電子學(二),(一)03     忠205 (四)01-02 忠305 張興政
449,1731,電子學實驗(二),(一)08-10 資電501A 張興政
450,1734,班級活動,(一)06-07 資電515 林育德
451,1735,工程數學(二),(一)01-02 資電404 (四)03     資電404 林育德
452,1737,電子學(二),(一)03     資電404 (四)01-02 資電404 洪三山
453,1738,電子學實驗(二),(一)08-10 資電401 洪三山
454,1763,神經網路控制,(一)11-13 資電418 詹弘雍
455,2192,材料力學,(一)04     資電306 (三)03-04 語306 黃建立
456,2222,數位影像處理,(一)10-12 資電B29(電腦實習室) 劉益瑞
457,2267,班級活動,"(一)08-09 資電403 楊豐瑞,鄒耀東"
458,2269,計算機概論(二),(一)02     資電103 (四)03-04 資電306 楊豐瑞
459,2272,電路學(一),(一)06-07 資電504 (二)08     人501 辛正和
460,2275,邏輯設計,(一)03-04 資電103 (四)01     資電402 楊豐瑞
461,2277,班級活動,"(一)08-09 資電102 林漢年,林維崙"
462,2281,普通物理-電、磁、光實驗,(一)02-04 科航104(物實驗室四) 唐謙仁
463,2282,電路學(一),(一)10     資電104 (二)08-09 語207 陳益生
464,2285,邏輯設計,(一)06-07 資電403 (四)02     資電306 楊豐瑞
465,2287,班級活動,(一)08-09 資電107 何滿龍
466,2291,電磁學(一),(一)06-07 資電B07 (四)02     資電102 廖時三
467,2293,微處理機系統實習,(一)02-04 資電330 朱嘯秋
468,2296,班級活動,(一)08-09 資電B06 陳家豪
469,2297,信號與系統,(一)03-04 語306 (三)03     資電402 辛正和
470,2300,電磁學(一),(一)06-07 資電B06 (二)08     語301 林漢年
471,2304,專業外語,(一)01-02 理203(數電腦室) 趙啟時
472,2312,數位通訊系統實習,(一)02-04 資電B19(電腦實習室) 廖和恩
473,2322,微波電路設計,(一)02-04 電通503 何滿龍
474,2334,班級活動,"(一)06-07 資電410 薛念林,沈昭元"
475,2343,邏輯設計實習,(一)01-03 資電502 陳冠宏
476,2344,班級活動,"(一)06-07 資電411 陳青文,劉宗杰"
477,2349,電路學(一),(一)03     語103 (四)03-04 語306 張家宏
478,2350,微積分(二)實習,(一)01-02 語103 張家豪
479,2360,生理學特論,(一)02-04 資電503 楊世忠
480,2362,轉錄體資料分析,(一)07-09 資電503 游景盛
481,2373,配電系統,(一)11-13 資電312 黃思倫
482,2374,高等作業系統,(一)11-13 資電311 林志敏
483,0853,智慧城市建設跨域面面觀,"(一)06-07 人B116A 林威延,吳俊鋐,辛年豐,葉昭甫,吳沛儒,黃亦敏,王珍玲,曾柏興,林繼昌,徐逸祥,林良泰"
484,0949,計算機程式－FORTRAN實習,(一)08     商301(電腦實習室) 黃逸萍
485,0951,微積分(二)實習,(一)06-07 語104 陳珮綺
486,0957,計算機程式－FORTRAN實習,(一)09     商301(電腦實習室) 黃逸萍
487,0959,微積分(二)實習,(一)06-07 語206
488,0967,地形測量,(一)06-07 土402A 陳清標
489,0968,地形測量實習,(一)08-09 土402A 陳清標
490,0973,土壤力學,(一)03-04 土403 (四)07-08 土B03 康裕明
491,0978,結構學(一),(一)07-09 土403 王起平
492,0992,飛灰混凝土,(一)03-04 土B10 蘇人煇
493,4315,智慧城市與土木工程,(一)12-13 理404 黃亦敏
494,1007,英文書報討論(二),(一)06     土515 紀昭銘
495,1008,專題討論(二),(一)11     土402A 黃亦敏
496,1009,工程專案管理,(一)07-09 土501 林保宏
497,1017,大地地震工程分析程式應用,(一)13-14 土力實驗室 康裕明
498,1015,專題討論(二),(一)12     土402A 紀昭銘
499,1026,工程圖學(二),(一)01-02 行政二館104-電腦實室 林昆志
500,1029,微積分(二),(一)06-07 語102 (二)02     忠210 李英豪
501,1033,工程圖學(二),(一)03-04 行政二館104-電腦實室 林昆志
502,1035,微積分(二)實習,(一)06-07 語302 魏家茂
503,1042,流體力學(二),(一)08-09 土509 (四)06     土509 鄭仙偉
504,1045,數值分析與微分方程解析,(一)11-12 土302(電腦實習室) (三)11     土402A 許少華
505,1054,工程經濟,(一)07     土509 (五)03-04 土509 李漢鏗
506,1056,水域環境生態保育,(一)06     土509 (三)01-02 土509 張嘉玲
507,1049,流體力學(二),(一)03-04 土509 (四)07     土509 鄭仙偉
508,1052,數值分析與微分方程解析,(一)08-09 土302(電腦實習室) (三)06     土B03 許少華
509,1060,水土保持工程,"(一)02-04 土B03 吳俊鋐,連惠邦"
510,1071,坡地穩定與崩坍治理工程,(一)06-07 土B03 吳俊鋐
511,1066,鋼筋混凝土學,(一)03-04 土402A (四)10     土509 林慶昌
512,1088,河流輸砂與河道演變,"(一)02-04 土514 許盈松,許裕雄"
513,1089,流域水文分析與模式應用,(一)11-13 商301(電腦實習室) 王毓麒
514,1091,集水區保育規劃,(一)07-09 土514 張嘉玲
515,2459,班級活動,"(一)09-10 紀409 陳朝輝,李克聰"
516,2461,車輛碰撞學,(一)06-08 紀409 葉名山
517,2463,物流概論,(一)03-04 行政二館205(視聽室) 林大傑
518,2470,班級活動,"(一)09-10 紀105 溫傑華,徐耀賜"
519,2475,統計學(二),(一)02-04 紀209B 艾嘉銘
520,2480,微積分(二),(一)06-07 理313 陳子建
521,2483,班級活動,(一)09-10 紀110 林繼昌
522,2488,物流規劃與管理,(一)06-08 紀110 林繼昌
523,2503,運輸保險,(一)11-13 忠303 林德隆
524,2504,運輸資料分析,(一)02-04 紀409 蘇昭銘
525,2492,班級活動,(一)09-10 紀209A 林大傑
526,2498,軌道工程,(一)06-07 紀104 徐耀賜
527,2514,文明變遷,(一)03-04 人403 郭錫陽
528,2530,鐵路經營與管理實務,(一)11-13 忠308 林景山
529,2523,文明變遷,(一)03-04 紀110 張志相
530,1637,數值地形模型專論,(一)06-08 忠407(都計電腦室) 莊永忠
531,1876,空間資訊建置方法,(一)08-10 紀401 黃碧慧
532,1878,地圖學,(一)02-04 忠209 高豫麒
533,1887,全球定位系統,(一)06-08 忠309 高豫麒
534,1888,空間資訊分析方法,(一)02-04 忠611(電腦實習室) 林映辰
535,1899,統計學,(一)06-08 忠305 周宜強
536,1900,都市計畫與空間資訊實習(一),"(一)01-04 忠405(都計製圖室) 周宜強,賴美蓉,曾文成"
537,1907,都市計畫與空間資訊實習(三),"(一)06-09 忠405(都計製圖室) 謝政穎,湯國榮,高孟定"
538,1908,都市及區域計畫法規,(一)02-04 忠B05 高孟定
539,2551,經濟學,(一)08-10 紀209B 鍾懿萍
540,2552,經濟學實習,(一)07     紀209B
541,2559,建築概論,(一)03-04 紀105 莊永芳
542,2565,地理資訊系統實習,(一)11     忠611(電腦實習室)
543,2566,地理資訊系統,(一)08-10 忠611(電腦實習室) 李瑞陽
544,2568,統計學(二),"(一)03-04 紀209A 楊賀雯,沈明展"
545,2569,統計學(二)實習,(一)02     紀209A
546,2579,休閒遊憩行為,(一)06-07 紀105 林宗賢
547,2576,統計學(二),(一)03-04 忠204 朱南玉
548,2577,統計學(二)實習,(一)02     忠204
549,2589,不動產估價實務,"(一)06-08 紀209A 朱南玉,楊祥銘"
550,2597,土地利用法規,(一)01-02 紀105 蕭輔導
551,2592,土地稅,(一)08-10 紀104 謝靜琪
552,2606,不動產經營管理,(一)06-07 紀111 張梅英
553,2610,遊憩體驗行銷,(一)03-04 紀111 林宗賢
554,2618,國土資源調查與利用專論,"(一)11-13 紀108 李瑞陽,劉致亨"
555,1853,多評準決策特論,(一)02-04 紀405A 葉昭憲
556,1855,高等環境規劃特論,"(一)08-10 紀405A 陳建元,葉昭甫,劉立偉,鄭明仁"
557,0885,專題討論,"(一)02     紀406B 林宗賢,李英弘,徐逸祥,張莉欣,劉立偉,沈揚庭,黃智彥,楊文燦"
558,0897,觀光旅遊與永續發展,(一)11-13 紀406B 葉源鎰
559,0901,多元文化,(一)13     忠208 李靜儀
560,0902,創意思考,(一)14     忠208 李靜儀
561,0912,混凝土品質控制,(一)11-12 土B03 蘇人煇
562,0916,工程地質,(一)11-12 土B10 陳廣祥
563,0922,不動產投資,(一)13-14 忠309 張育端
564,0925,施工進度規劃與控制,(一)11-12 忠309 卓智聰
565,0938,全球供應鏈管理,"(一)11-13 人202 吳沛儒,許志成"
566,0231,微積分(二)實習,(一)01-02 語401
567,0233,APPS程式設計,(一)09-10 行政二館105-電腦實室 簡嘉良
568,0237,會計學(二),(一)06-08 語101 林惠美
569,0241,APPS程式設計,(一)09-10 圖213 陳建甫
570,0248,微積分(二),(一)06-08 語306 吳純純
571,0249,APPS程式設計,(一)09-10 圖213 陳思云
572,0250,班級活動,(一)06-07 忠206 江耕南
573,0257,總體經濟學,(一)08-10 忠206 洪偉峰
574,0258,班級活動,(一)06-07 商202 簡正儀
575,0261,財務管理(二),(一)02-04 語304 朱心蘅
576,0266,班級活動,(一)06-07 忠207 林昆立
577,0267,保險學,(一)02-04 商206 李君屏
578,0272,統計學(二)實習,(一)08-09 忠207 楊子萱
579,0282,專業外語,(一)01-02 商302 何倫佳
580,0296,金融時事導讀,(一)11-13 商304 張倉耀
581,0285,金融倫理,(一)02-04 語207 王佳真
582,0292,金融機構經營與管理,(一)02-04 語204 吳仰哲
583,0306,區塊鏈實務與應用,"(一)02-04 語404 許芳榮,劉炳麟,莊明哲"
584,0320,行為財務學專題,"(一)07-09 商1215 羅仙法,王韻怡"
585,0325,風險管理,(一)07-09 語304 黃依潔
586,4270,全民國防教育軍事訓練(二),"(一)03-04 男舍B03 林憶穎,王金輝"
587,0333,會計學(二),(一)06-08 商203 黃馨儀
588,0337,APPS程式設計,(一)09-10 行政二館105-電腦實室 林育含
589,0350,金融市場,(一)11-13 商306 謝偉國
590,0352,風險評估,(一)07-09 商404 張永郎
591,0348,統計學(二),(一)02-04 語305 賴崑榮
592,0354,行銷管理,(一)02-04 語104 曾鹿鳴
593,4322,員工福利規劃,(一)02-04 語202 黃孝慈
594,0372,保險法,(一)02-04 商1007 陳森松
595,0373,風險管理與保險,(一)07-09 商1007 許文彥
596,1997,風險管理專題,"(一)02-04 商613 呂瑞秋,姜寄南"
597,2002,財務工程與精算導論,(一)06-07 資電B29(電腦實習室) 馮詩蘋
598,2004,會計學(二)實習,(一)03-04 語205 廖偉嘉
599,2010,統計學(二),(一)02-04 商102 李文烱
600,4351,數理統計,(一)02-04 語405 曾奕翔
601,3012,總體經濟學,(一)06-07 人406 (二)06-07 人401 郭祐誠
602,3017,商事法概論,(一)03-04 人204 (五)07-08 人B120A 徐彪豪
603,3020,高等C程式語言,(一)01-04 資電125(電腦實習室) 黃秋煌
604,3031,電路學(二),(一)03-04 語102 (四)06     人B117A 辛紹志
605,3033,班級活動,"(一)07     人203 黃瓊如,陳婉淑"
606,3036,統計學(二)實習,(一)03-04 人B116A 楊雅茹
607,3038,總體經濟學,(一)06     人203 (三)02-04 人203 顏厚棟
608,3041,班級活動,"(一)05     人B120A 顏厚棟,賴崑榮"
609,3045,中階漢語,"(一)06-07 人204 (二)09-10 人203 李綉玲,朱文光"
610,0002,班級活動,"(一)08     忠308 鄭明仁,趙又嬋"
611,0012,建築賞析,(一)09-10 忠804 高敬賢
612,0006,班級活動,"(一)08     忠303 陳文亮,李英弘"
613,0013,班級活動,(一)08     忠310 彭志峰
614,0025,住宅計劃,(一)06-07 忠204 加藤義夫
615,0017,班級活動,(一)08     忠501 林昌明
616,1099,建築設計(六),(一)01     忠516(建製圖室) (一)01     忠703(建素描室) (一)01     忠804 (一)02     忠516(建製圖室) (一)02     忠703(建素描室) (一)02     忠804 (一)03     忠516(建製圖室) (一)03     忠703(建素描室) (一)03     忠804 (一)04     忠516(建製圖室) (一)04
617,1113,法規實務,(一)11-12 忠208 方怡仁
618,1116,綠建築實務,"(一)06-07 忠208 趙又嬋,鄭明仁"
619,1119,英文書報討論,(一)10     忠712 恰貢卡洛斯
620,1133,智慧建築互動科技,(一)06-08 忠712 沈揚庭
621,1130,智慧建築設備專論,(一)11-13 忠712 崔征國
622,0854,班級活動,"(一)14     忠210 陳文亮,林衍良"
623,0861,班級活動,(一)14     忠209 林季芸
624,0869,景觀造園史,(一)11-12 忠209 歐雙磐
625,0871,班級活動,(一)14     忠308 崔征國
626,0876,施工圖,(一)11-13 忠516(建製圖室) 黃煥堂
627,1933,設計專題講座(二),(一)09     忠B06 沈揚庭
628,1934,創意設計實作(二),(一)02-04 忠B06 康有評
629,3047,法律經濟學(二),(一)06-07 語207 李文傳
630,3052,智慧製造,(一)11-13 科航202 戴國政
631,3054,傳播與社會,(一)11-12 商203 陳介英
632,3059,菁英中外文化議題討論,(一)11-12 資電504 陳彥京
633,3060,創業管理,(一)02-04 人406 陳世喜
634,3063,專業倫理與職場知能,(一)08-10 土B03 陳昶憲
635,3066,華語語音學,(一)11-12 人B116A 李綉玲
636,3070,越南文(一),(一)11-12 資電511 黃青雲
637,3074,美語發音練習,(一)09-10 人704 莫非
638,3080,韓文(二),(一)03-04 人504 朴恩喜
639,3082,韓文(四),(一)06-07 人505 朴恩喜
640,3085,日文(一),(一)08-09 人403 黃煇慶
641,3087,日文(一),(一)03-04 人503 楊謦綺
642,3089,日文(一),(一)01-02 資電104 陳俊廷
643,3098,日文(二),(一)06-07 人506 郭毓芳
644,3101,日文(二),(一)03-04 資電107 陳俊廷
645,3107,觀光日語,(一)08-09 人701 張雪玉
646,3110,日語讀解,(一)03-04 人506 張又華
647,3114,西班牙文(二),(一)06-07 忠304 羅珮瑄
648,3127,英語會話(二),(一)06-07 人703 麥科立
649,3131,泰語(一),(一)11-12 資電B04 齊思芮
650,3140,工程類專案管理理論與實務,(一)06-07 忠210 何智超
651,3142,氣態生質能技術創意實作,"(一)11-13 忠210 駱榮富,袁維勵,呂晃志,林秋裕,陳上元,謝宗翰,李永明,朱正永,張森河,賴奇厚,吳如娟"
652,3148,皮革生產管理,(一)11-13 人B119A 莊文傑
653,3159,航空工業製造概論(一),(一)07-09 科航205 邢有光
654,3281,心理劇與自我成長,(一)06-07 忠B02多功能教室 鄒繼礎
655,3163,人生哲學,(一)06-07 人507 李元璋
656,3164,人生哲學,(一)08-09 人507 李元璋
657,3175,日本歷史與文化,(一)03-04 人401 黃煇慶
658,3176,日本歷史與文化,(一)06-07 人403 黃煇慶
659,3185,台灣文學,(一)01-02 人401 金尚浩
660,3186,台灣民間信仰,(一)06-07 建305 張志相
661,3189,台灣民間信仰,(一)06-07 人601 謝孟成
662,3190,台灣民間信仰,(一)03-04 人603 王志宇
663,3194,宗教與人生,(一)08-09 人601 謝孟成
664,3195,音樂與人生,(一)06-07 人B118A 詹美慧
665,3197,音樂與人生,(一)08-09 人B118A 詹美慧
666,3202,應用文,(一)06-07 語105 吳秀英
667,3205,批判思考,(一)08-09 人603 林永崇
668,3206,批判思考,(一)06-07 人707 林永崇
669,3207,性別與醫學倫理,(一)06-07 人605 蕭宏恩
670,3210,從風景繪畫看臺灣歷史,(一)03-04 人701 陳秀文
671,3220,第三波戰爭之科技武器,(一)08-09 人607 黃俊仁
672,3225,職業安全與衛生,(一)03-04 語206 張立德
673,3226,實用營養學,(一)06-07 忠B08 何麗齡
674,3232,殺蟲劑與生活,(一)03-04 學104 李書安
675,3235,認識天然災害,(一)03-04 人607 李漢鏗
676,3237,衛星科技應用,(一)08-09 人407 劉文甦
677,3238,營養與健康,(一)03-04 紀204(第一國會廳) 何麗齡
678,3242,醫學與人生,(一)03-04 人601 劉杜鎮
679,3246,智慧城市無所不在的監測系統,(一)08-09 資電511 柯秀宜
680,3247,3D城市與數位校園,(一)09-10 行政二館104-電腦實室 羅文珊
681,3251,地方自治,(一)03-04 人407 王建雄
682,3271,住宅問題研究,(一)03-04 人707 張梅英
683,3272,投資與理財,(一)06-07 人407 滿肇怡
684,3275,服務學習專題,"(一)06-07 男舍B11 楊艶秋,宋懷德"
685,3276,服務學習專題,"(一)08-09 男舍B11 楊艶秋,宋懷德"
686,3280,心理劇與自我成長,(一)08-09 忠B02多功能教室 鄒繼礎
687,3284,性別教育與服務-學習,(一)03-04 人605 潘才學
688,3285,智慧城市競爭力,(一)09-10 資電125(電腦實習室) 賴玉真
689,3286,現代韓國社會和文化,(一)03-04 人507 金尚浩
690,3287,居住與城市研究,(一)06-07 人604 張峯碩
691,4332,飲食文化概論,(一)08-09 人402 陳耔伶
692,3292,空間資訊與智慧生活,(一)06-07 商301(電腦實習室) 林哲暉
693,3294,從空間看世界,(一)06-07 人706 李勇慶
694,3295,圓一場藝術家的夢,(一)06-07 人402 陳秀文
695,3301,藝術、心靈與創造力,(一)08-09 人604 鄭月妹
696,3304,劇場實務（二）,(一)08-09 人605 廖惇根
697,3306,培育3D設計夢想號學生大使,(一)06-07 忠611(電腦實習室) 陳上元
698,3308,創業創意營運管理,(一)08-09 人602 魏彰志
699,4364,APPS基礎實作,(一)01-02 資電B15 許以龍
700,4402,APPS中階實作,(一)03-04 資電B15 陳重宏
701,3314,應用文,(一)11-12 資電104 吳秀英
702,3315,批判思考,(一)11-12 商403 林永崇
703,3317,西洋文學與文化,(一)11-12 商303 蔡曉玲
704,3331,智慧城市與行動應用,(一)12-13 行政二館105-電腦實室 陳奕靜
705,3334,食品衛生與安全,(一)11-12 資電306 賴奇厚
706,4367,APPS基礎實作,(一)09-10 資電B15 陳建甫
707,3356,體育-彼拉提斯,(一)06-07 體館202(第二舞蹈室) 劉品坊
708,3364,體育－手球,(一)08-09 體館101(多功能球場) 張景星
709,3381,體育－桌球,(一)01-02 電通B03 郭瑞益
